nome_processo,"Ecotoxicity, freshwater impact","Human toxicity, cancer impact",Climate change impact,"Human toxicity, non-cancer impact","Resource use, fossils impact","Resource use, minerals and metals impact",Water use impact,Land use impact,"Eutrophication, freshwater impact",EF-particulate Matter impact,Photochemical ozone formation - human health impact,Acidification impact,"Eutrophication, terrestrial impact",Eutrophication marine impact,Ozone depletion impact,"Ionising radiation, human health impact",categoria
electric boiler operation,3.529080251471607e-11,8.845399472858534e-12,6.441295227004898e-11,6.640224364328345e-12,1.5432229870390143e-10,2.0710286984637356e-11,1.893955392360624e-10,4.142618813442102e-12,1.088220201516453e-12,2.6245176422266123e-11,5.031323956479966e-11,8.563180270824652e-11,3.229227655420386e-11,4.463545493357937e-12,6.739982483812491e-11,1.1209216683742312e-09,Energia & utilities
"spinning, for knit, ring-spun (370 dtex-333 denier-16/1 ne-27 nm)",2.884902229655168e-10,2.646189349272817e-10,5.582321733533595e-10,8.454239006282217e-11,1.0309658407321951e-09,1.4357506220536748e-10,1.38107526121916e-09,8.11568319315086e-12,7.199330240367127e-12,1.6778442522380269e-09,7.13821524711375e-10,1.502537582344795e-09,4.44310095477858e-10,5.897943782184834e-11,1.50014893054236e-10,1.4553710555368292e-09,Tessile & fibre
"spinning, cotton, for knit, ring-spun (370 dtex- 333 denier-16/1 ne-27 nm)",2.884902229655168e-10,2.646189349272817e-10,5.582321733533595e-10,8.454239006282217e-11,1.0309658407321951e-09,1.4357506220536748e-10,1.38107526121916e-09,8.11568319315086e-12,7.199330240367127e-12,1.6778442522380269e-09,7.13821524711375e-10,1.502537582344795e-09,4.44310095477858e-10,5.897943782184834e-11,1.50014893054236e-10,1.4553710555368292e-09,Tessile & fibre
"spinning, alpaca, for knit (370 dtex-27 nm)",2.884902229655168e-10,2.646189349272817e-10,5.582321733533595e-10,8.454239006282217e-11,1.0309658407321951e-09,1.4357506220536748e-10,1.38107526121916e-09,8.11568319315086e-12,7.199330240367127e-12,1.6778442522380269e-09,7.13821524711375e-10,1.502537582344795e-09,4.44310095477858e-10,5.897943782184834e-11,1.50014893054236e-10,1.4553710555368292e-09,Tessile & fibre
"foaming, free, non-crosslinked",2.1177989583523657e-10,4.1976967781313785e-10,2.764138030152689e-10,4.804927304327234e-11,5.134045263231643e-10,4.3165649867473026e-10,5.379413035209691e-10,1.0176918336720889e-11,4.099892404961123e-11,7.308773356147217e-10,4.3816021189051226e-10,7.29063845670879e-10,2.9724670012497486e-10,4.3346070634055023e-11,2.137579572233654e-09,3.587038759524241e-10,Plastica & polimeri
Electricity region mix based on GDP,1.9197884224760148e-10,1.0028389453406116e-10,3.4272883039597485e-10,4.7227032112576716e-11,6.459312519974885e-10,1.657735375550122e-11,8.746706381390844e-10,6.357785550444904e-12,9.904199829216009e-13,8.977996341581681e-10,3.9648493088672066e-10,8.843158744355758e-10,2.422678106893953e-10,3.264129548401499e-11,5.186567422110476e-11,1.44739586096079e-09,Energia & utilities
"polyethylene terephthalate (PET), recycled, semi-mechanical, post-consumer",2.603741522253408e-10,3.826614471961431e-10,8.280716055529826e-10,8.684809060831791e-11,7.740584895819885e-10,4.794716835970678e-10,1.6248505437378174e-09,1.1852994902158169e-11,2.4864477109973195e-11,1.528199396088254e-09,6.803880949578088e-10,1.3635940918843371e-09,4.317247800996111e-10,5.6587752459459665e-11,1.4442593204045653e-08,1.342489450782761e-10,Plastica & polimeri
"Sulphuric acid production, black box",3.75192101427949e-10,9.46833478385622e-11,1.0409343706312616e-10,5.545743373645318e-11,5.266624462631051e-10,6.202433869821479e-10,4.3662246680042797e-11,4.888627062219435e-12,1.2494801034086745e-10,8.668295470753711e-11,1.6024757226958262e-10,3.282608268976406e-10,8.057240341733501e-11,1.0418979980514747e-11,1.3674620238452934e-10,9.680180170087918e-11,"Carta, legno & imballaggi"
"dimethyl carbonate production, elementary exchanges",5.12303349790531e-13,0.0,1.0958918289340183e-11,6.20812011886946e-12,0.0,0.0,9.106533116843847e-11,0.0,0.0,0.0,5.427842974683077e-10,0.0,0.0,0.0,0.0,0.0,Trasporti & veicoli
"milling, textiles",1.3934725769426753e-10,2.4818469024224423e-11,3.4699817265093355e-11,1.2295526817003126e-11,5.5455036368200204e-11,8.790726939904557e-12,1.1579088485531263e-10,2.834595216328251e-12,1.8108698870512292e-11,8.418884101443396e-11,4.08611709617556e-11,8.692072033109397e-11,2.5579338828394228e-11,5.230412167302597e-12,5.557202422318812e-11,8.618407000186479e-11,Tessile & fibre
"Iron (III) chloride production, black box",2.0514647106901292e-10,2.4033131661405313e-10,2.54252613031403e-10,1.8693501542551737e-10,4.804153576944172e-10,1.8766310798887705e-09,8.061258633528409e-10,1.8318534904046414e-11,3.8032647332241974e-10,4.827319684103246e-10,3.6805606334120846e-10,8.535963041959628e-10,2.330200136181376e-10,3.049968197207736e-11,1.1771672820876522e-07,1.0109597027589425e-09,Metalli & minerali
Perlite expanded ,2.8755513216768476e-10,7.35107567377234e-11,3.6895521426898463e-10,2.229439569695555e-11,6.271808986814094e-10,8.48564341380946e-12,8.009414202029129e-11,3.6037053653191054e-12,5.61214217954308e-13,3.5934468510457363e-10,8.332432246889286e-10,6.367288157608868e-10,5.367395613065006e-10,7.169092132492181e-11,4.168974047745637e-12,1.458433839097506e-10,Altro
Acrylic coated sand,2.5236951317255737e-10,8.496719586089207e-11,3.7332573304083225e-10,3.177828572962597e-11,4.201294937287179e-10,1.9969289255616962e-10,2.5478323155788693e-10,6.8916257806868875e-12,2.6573272734028835e-11,1.0295913371580545e-09,1.5533573446521598e-09,2.0345570437890155e-09,9.820909325536208e-10,1.373295072673211e-10,6.79702764697767e-11,2.4695486927562397e-10,Agricoltura & cereali
Rice,3.208575910822801e-08,1.9336362066091944e-10,1.685621601507663e-09,1.5001288713483882e-09,5.117875191306095e-10,2.3393151669733765e-11,7.085503074986721e-10,4.562399643618661e-11,1.3452800761726253e-09,1.6855871272175617e-09,1.2032174440951657e-09,7.214976641423976e-09,6.135958107410401e-09,1.8532987182648949e-09,7.401167292290813e-10,1.883860770737387e-10,Agricoltura & cereali
"carbonizing, natural fibers",1.6288681651781084e-10,1.1950880226829686e-10,2.2487827958221909e-10,3.404645553979406e-11,3.5832811075574085e-10,1.8460187253065178e-10,5.662089958200152e-10,3.600324429086341e-12,7.530373896431497e-12,3.473277842220394e-10,3.6759411078274253e-10,7.722858468914582e-10,2.3413486414737816e-10,3.119712730733689e-11,8.072836466640147e-11,4.757425472642585e-10,Trasporti & veicoli
"activated bentonite production, black box",3.367315895959851e-10,2.3373489446110017e-10,2.7000085959796613e-10,1.0004721044712745e-10,8.40006138288456e-10,1.5470736149373169e-09,6.589195376155126e-10,1.0814878745886884e-10,1.919079543050931e-10,4.6526125912815725e-10,5.28489400633142e-10,1.0524207775935365e-09,3.080764463162676e-10,3.676709985313587e-11,7.355554013335644e-08,3.7535184113523206e-10,"Carta, legno & imballaggi"
Sodium chloride powder production,9.223994066775983e-11,8.606426304181337e-11,9.561172323215243e-11,6.150659203819287e-11,1.7605207904159144e-10,9.601662423131924e-10,3.0008201726549606e-10,1.1623373646627003e-11,2.0634341452522952e-10,9.31091155146906e-11,1.1032191052173425e-10,2.3372808351292285e-10,7.420705336033266e-11,1.0475414122114478e-11,2.356738630350831e-10,7.89951315583021e-10,Chimica & additivi
Waste incineration of PS,5.882884059505047e-09,1.670544987056823e-09,2.061765740474739e-08,1.0149317879819966e-09,3.8669911572084275e-08,4.4201294478635987e-10,-1.922296318076146e-08,4.2894257711570365e-10,7.258600398289676e-11,5.663674353796158e-09,1.0401281436508646e-08,1.9889606027617144e-08,7.221793592404227e-09,8.841805712577501e-10,1.7727582670224235e-09,7.291110018751192e-08,Gestione rifiuti & riciclo
"Compressed air (14 bar, high efficiency) production",6.918238704999865e-11,2.2225964643339247e-10,9.816488185338756e-11,2.350463042344866e-10,1.9753251771525533e-10,2.4538641118781458e-09,2.3750835912990497e-10,5.420907192850934e-12,7.928019865343031e-10,1.790195081149847e-10,1.744143237398489e-10,5.16674488331398e-10,1.0445445405115943e-10,1.3430141347894874e-11,6.180639007165375e-10,8.003781809565516e-10,Chimica & additivi
Recycling of textiles into fibers,4.234518118402418e-11,7.91536748711412e-12,1.164533968249044e-10,6.367089892666326e-12,1.3532071981440777e-10,7.735438943301286e-12,3.0261446947845757e-10,6.49911046577405e-12,9.982389398092071e-13,2.6485717860500288e-11,8.064079269022213e-11,1.0625033594241195e-10,7.064154961329956e-11,9.288215976284252e-12,2.4529591413056327e-11,8.061634504143549e-10,Tessile & fibre
"foaming, free, by coating (1 side)",1.2595618839011111e-10,1.0599648909778961e-10,1.6049158309341213e-10,3.059886968006454e-11,2.93096798453022e-10,1.6446670808437383e-10,2.344714915540354e-10,3.995639895427536e-12,1.0446797942789311e-11,5.703748167363513e-10,2.672798048825389e-10,4.284408582907757e-10,1.6235520913739596e-10,2.5092332174426257e-11,6.972217216854399e-10,2.341477814259456e-10,Agricoltura & cereali
"foaming, chemical, free, chemical crosslinking",1.2385621401955677e-10,9.36706230589151e-11,1.5817809226245107e-10,2.9771452490703575e-11,2.884693476206705e-10,1.4113875794675817e-10,2.2968898630689472e-10,3.955944497633408e-12,9.447942866311947e-12,5.644421373068016e-10,2.629037315578394e-10,4.215925580643751e-10,1.5971232843664673e-10,2.4740403463339798e-11,6.86350230611615e-10,2.2994031113155797e-10,Plastica & polimeri
"foaming, chemical, free, mechanical crosslinking",6.862083093660468e-11,8.069707364205842e-11,1.3756850612663099e-10,2.646899232237242e-11,2.2607775950265472e-10,6.703738488893514e-11,2.2006264418911263e-10,4.372492846969821e-12,5.3053731456446875e-12,5.28477766353568e-10,1.9247909098369393e-10,3.4700818834416714e-10,1.1179325156848464e-10,1.6484161152985082e-11,8.368146205696667e-10,2.164308820243973e-10,Plastica & polimeri
Incineration non-ferro metals,1.7784853971623713e-10,6.263891697415041e-10,4.449479586063798e-10,3.797363164125983e-09,8.034410717570729e-10,6.803203524282803e-11,2.513710249520153e-09,1.367243263769355e-11,4.753165338177195e-12,9.797964941848276e-10,7.085239243298081e-10,1.0522204505195878e-09,4.851894762597055e-10,6.504314451628114e-11,1.578469883701515e-11,3.321639912879329e-10,Gestione rifiuti & riciclo
"Disinfectants , used in horticultural production",2.2811138675850614e-09,2.5144965249135265e-10,4.5241310973432855e-10,7.694631815453911e-11,6.739541580322244e-10,1.6744614187581227e-09,4.422324433848269e-10,8.512941542526829e-12,1.401280161462621e-10,7.305157329693078e-10,8.893048544355818e-10,1.123105898269117e-09,5.546562285488181e-10,1.1248864652866404e-10,2.982258408758476e-08,2.973597689617682e-10,Chimica & additivi
Connector Peripheral Component Interconnect (PCI) bus,9.018195318631318e-12,1.7455572760058245e-12,8.628995477471261e-12,2.3372153989930197e-12,2.2831627701163445e-11,4.025809365630255e-13,2.4257179137371644e-12,1.0720484633545146e-13,5.658735999368702e-14,2.3090559793027815e-12,9.704512476572959e-12,9.46994455159358e-12,5.359381083514697e-12,7.434511597018152e-13,2.053256392601656e-13,1.2570618251611403e-11,Elettronica & componenti
"foaming, continuous block",5.1467693793132014e-11,5.3210327464042945e-11,1.2115541861997123e-10,2.3518819628403376e-11,1.9973331218801093e-10,2.115952909335365e-11,1.933844244925905e-10,2.9025209792998595e-12,2.4354535986886798e-12,5.086941160611694e-10,1.5397257337805723e-10,3.126040036864582e-10,9.52674857051483e-11,1.2990706135340473e-11,1.779776262271028e-11,2.0388018763880347e-10,Metalli & minerali
co2 clean,2.94301192861376e-11,7.1540295377964725e-12,5.399899389962568e-11,5.382020137980532e-12,1.2943648098106297e-10,5.562771728995642e-12,1.588514602636003e-10,3.4760092118122383e-12,4.991895206186198e-13,2.1784205557952302e-11,4.2069504770358404e-11,7.16495300733728e-11,2.7013888100393203e-11,3.735347524073304e-12,2.711859173605187e-11,9.412256526948681e-10,Altro
Lime production,1.9946032295990972e-10,2.4122459999394176e-11,6.18731848182312e-10,1.2180092372463028e-11,3.5512154841899924e-10,5.811209595409674e-12,6.738845240746669e-11,1.8147290715880603e-12,7.876720841189065e-13,3.1427434891532156e-11,2.4722112105264e-10,2.736062641892575e-10,1.1516896182552932e-10,1.4823635023759227e-11,1.2765993024269473e-11,3.8261669333731e-10,Chimica & additivi
Lignite mix,1.4170871733113038e-08,2.857254169326899e-11,3.3116571471528107e-10,2.4072410164689142e-11,7.325772645257515e-09,7.994481220732426e-12,1.3391580291460143e-09,1.68904197044523e-12,4.249589850283095e-13,2.8053976228540807e-10,3.66044704288429e-10,5.53157670455741e-10,2.1734956164516203e-10,2.9071724336668335e-11,7.379890136207586e-13,2.0629889248203726e-10,Energia & utilities
"pentaerythritol production, elementary exchanges",2.4290670649152784e-13,0.0,5.2485949538788065e-11,8.578056213722113e-15,0.0,0.0,7.678522900919803e-11,0.0,0.0,2.0848448999348434e-11,1.4059184181555025e-10,1.7732105117788326e-10,1.0725809098884878e-10,1.2551398863644114e-11,0.0,0.0,Chimica & additivi
"Ethanol production, elementary exchanges",3.545776323626945e-11,0.0,6.010378971404013e-12,2.0661357046321384e-14,0.0,0.0,9.203785067818006e-10,0.0,8.518182796193508e-10,0.0,5.216576461589406e-10,0.0,0.0,0.0,0.0,0.0,Chimica & additivi
"washing, water only",7.814788830241141e-11,7.741054844603362e-11,1.3166503180916925e-10,2.6476515521734016e-11,2.2654303242986691e-10,1.8453285848396136e-11,2.644501336109953e-10,3.4687890889062318e-12,1.5592319743269882e-11,4.245384246489965e-10,1.6083291778332143e-10,3.160714287769114e-10,9.841511551803327e-11,1.4906969305019928e-11,6.184022603188116e-11,2.4040353616031783e-10,Altro
Waste incineration of untreated wood,2.0999148475613846e-09,5.859868030019853e-10,7.449583951841742e-09,3.230252318162804e-10,1.4690174334419916e-08,2.77112825121258e-10,-7.779929947203849e-09,1.9971638481447115e-10,2.502474539736699e-11,2.052391196276229e-09,4.156021136333495e-09,7.671084584300516e-09,3.0480952134065488e-09,3.677207626071634e-10,6.431461550786465e-10,2.5872397909224292e-08,"Carta, legno & imballaggi"
"Toluene production, elementary exchanges",9.546443335082966e-12,3.2926114748145456e-12,3.7932355977498136e-11,3.2312713437828736e-12,0.0,0.0,8.882439890687023e-10,0.0,0.0,2.2398772011798507e-11,4.082809142869751e-11,1.2641411741482958e-10,0.0,0.0,0.0,0.0,Chimica & additivi
Waste incineration of PET,3.128748449024963e-09,8.767903349568229e-10,1.8373602281618032e-08,4.713733346063731e-10,2.1264930426944816e-08,2.9953974187773717e-10,-1.1232549599395628e-08,2.6205464942550143e-10,3.845149375788759e-11,3.111546942380739e-09,6.318834891534434e-09,1.1450494401232986e-08,4.5091666391395e-09,5.520039466033541e-10,9.534797830145974e-10,3.881768788650373e-08,Plastica & polimeri
Incineration ferro metals,1.7602404034124016e-10,3.0463557741341605e-10,4.484127526584766e-10,4.397686389220432e-11,8.081901734589119e-10,6.802009446834233e-11,2.526563358191181e-09,1.348724783120853e-11,5.259712698309781e-12,7.952919341058069e-10,7.066736873718865e-10,1.0614693022764865e-09,4.837147883561652e-10,6.490121062742365e-11,1.5821951079876006e-11,3.326942126500645e-10,Gestione rifiuti & riciclo
magnesium oxide production,1.5549724146853001e-09,1.5089542889291197e-09,5.456801420010048e-10,8.324527095773921e-10,1.396126495943694e-10,1.324418371038264e-11,-1.2070912957654298e-11,3.612403169273272e-12,3.1315743203041747e-12,5.641929521634316e-10,2.891597679434865e-10,3.1045797335391095e-10,1.6527616588002794e-10,1.9735023929349688e-11,3.594172031385616e-11,8.046868452409722e-10,Metalli & minerali
"folpet production, elementary exchanges",3.310079053454519e-09,0.0,4.9586076214276514e-11,1.208678844884613e-13,0.0,0.0,1.3131717615493922e-10,0.0,0.0,2.399331107867246e-11,0.0,1.783853361169308e-10,1.4919213677676597e-10,3.1810932151224345e-11,0.0,0.0,Plastica & polimeri
"Aluminium sulphate powder production, black box",2.3765127346706113e-10,1.826297419566063e-10,1.639882554256216e-10,1.8286984329556252e-10,4.1852038587807774e-10,4.0421653073317175e-09,4.422227644565086e-10,1.1047221575375834e-11,3.8996068385347077e-10,4.2005631174922643e-10,4.0195473817387236e-10,1.4042260342558344e-09,2.2532363362142068e-10,2.8961577425755918e-11,6.548357358305651e-09,1.933022379135632e-10,Metalli & minerali
cupsole,2.0467765936024588e-10,2.211020092213796e-10,3.802435780786739e-10,5.941978029631536e-11,6.937623592879765e-10,1.7725168479688794e-10,1.0412063840172216e-09,5.264171424606495e-12,7.824032850644435e-12,1.1419625123805806e-09,4.854039502543037e-10,1.0562225622703152e-09,2.963120545300335e-10,3.984988772166221e-11,1.1295264569985401e-10,1.1123473487145057e-09,Altro
"Ethylene production, elementary exchanges",6.965368697275908e-12,3.70064262073872e-12,4.4377371592873297e-10,5.968254190748866e-13,0.0,0.0,8.20985468480872e-10,0.0,0.0,0.0,1.8079986375619287e-10,0.0,0.0,0.0,7.599133618815108e-09,0.0,Chimica & additivi
"Hydrogen peroxide, 50% production, black box",5.239236028299694e-11,1.1556253063894976e-10,1.6649409800178742e-10,4.9893369661387905e-11,4.2590504390533785e-10,5.610190066889543e-10,2.821495993847117e-10,5.940624174608179e-12,1.0237558966439358e-10,1.3618324263594445e-10,1.7893602751221613e-10,2.557187043981524e-10,1.0122821950800554e-10,1.3308868227804888e-11,8.573033966118925e-09,2.540989536458777e-10,"Carta, legno & imballaggi"
Tapioca starch (processing without use of co-products),2.9873480084306466e-08,1.4458302705222185e-10,2.5638001691462747e-10,4.742065495643935e-10,3.678261954328022e-10,1.0811902937782495e-11,1.389518775936301e-10,4.190866233999268e-12,1.882966822012994e-10,4.0994629976919854e-10,5.200411034640482e-10,1.0171889133527942e-09,7.147477621203675e-10,3.749013353315063e-10,2.3841193535485717e-10,1.5132598686404403e-10,Agricoltura & cereali
"methyl ethyl ketone production, black box",2.987253507037644e-11,8.051342220425757e-11,7.279384723335395e-10,6.757983858136024e-11,3.727366116198135e-09,9.464946173056792e-10,5.12408043382946e-10,7.207121771978032e-12,1.9154007126206094e-10,3.401157059408908e-10,9.72645938854904e-10,1.0389271399426676e-09,3.651352588897984e-10,4.8657775343152786e-11,2.127919307045853e-10,8.708435492669738e-11,"Carta, legno & imballaggi"
"cotton fibre, recycled, post-consumer",1.918620577824969e-11,1.2731530298810027e-11,1.0067203398384927e-10,6.9612448155547436e-12,1.3121292552169385e-10,1.8466718805660947e-11,1.4731758387503476e-10,2.7985596730358865e-13,3.061892498743738e-12,4.334487713045276e-11,5.0179002928338016e-11,5.566377567357477e-11,2.4589891968980338e-11,6.005847172164624e-12,6.525024023235908e-12,2.4836985444600803e-11,Tessile & fibre
"Small outline diode semiconductor, low power",9.406250950578284e-12,7.427120087372924e-12,2.369278204586916e-11,3.925479473029771e-12,3.9452961447082164e-11,9.67730613335686e-10,1.725449933959472e-11,2.873497270189346e-13,3.5741488446289674e-14,8.717798755999482e-11,6.557454765685859e-11,3.398390525820416e-10,3.178108235148789e-11,4.243660531401161e-12,4.095603214337019e-14,3.271522015448804e-11,Elettronica & componenti
"Sodium chloride powder production, black box",6.402187540946664e-11,7.994549706223269e-11,4.783114997306825e-11,5.7238916853875355e-11,6.865702688948792e-11,9.560219849819503e-10,5.582880622927809e-11,9.180707209075836e-12,2.059835780520566e-10,7.48101935310377e-11,7.126192237839812e-11,1.7174477932935506e-10,4.894459265089813e-11,7.0124780915489285e-12,2.1669074537579142e-10,1.3036607549880255e-10,"Carta, legno & imballaggi"
"wrapping, twisting without thread",2.461728406131207e-11,8.456847359736927e-12,4.42835396900915e-11,4.556862917759552e-12,1.0628976430653045e-10,9.53470733330966e-12,1.295562885962516e-10,2.826388824027753e-12,6.206669950304763e-13,1.853515739082004e-11,3.5098090017780166e-11,5.945621126738589e-11,2.2479103197713048e-11,3.1047771099211622e-12,2.4313772679390224e-11,7.637576835622718e-10,Metalli & minerali
texturizing,1.8892953522233724e-10,1.3548182596978641e-10,3.6234657358052114e-10,5.340830484973984e-11,6.579318046748254e-10,1.783891332739006e-11,1.0032888892324607e-09,5.028999864181581e-12,9.565315408693943e-13,1.0956999454761104e-09,4.5267819117592553e-10,1.0037117748598318e-09,2.768451393033844e-10,3.721749182804389e-11,4.089239782392104e-11,1.077871143906003e-09,Altro
"Latex production, black box",1.7121209043209382e-10,1.1571647258301686e-09,8.139666539816091e-10,8.792865765706044e-11,4.8817355362314955e-09,1.1852337760601687e-09,4.663207540060211e-10,1.0223585295201808e-11,2.388478177743108e-10,4.911864262486983e-10,1.5760791165834403e-09,1.5044498513664007e-09,5.172424064134741e-10,6.900721892588475e-11,7.4168187343445205e-09,3.349923501227991e-10,Plastica & polimeri
"Compressed air (10 bar, high efficiency) production",4.408662562333891e-11,1.1884114366109628e-10,6.57898946479669e-11,1.2508967882007052e-10,1.377233778117598e-10,1.2924838485338613e-09,1.665392132353153e-10,3.75680267623708e-12,4.17237060982774e-10,1.0028936448103512e-10,1.0284362073652221e-10,2.907643359372346e-10,6.206693932721446e-11,8.04870534749598e-12,3.3309970928726936e-10,6.657059769978151e-10,Chimica & additivi
"polyurethane coated sand, virgin",3.2736225612118026e-10,1.877267122151219e-10,3.670006915117333e-10,5.892597080555744e-11,7.639321262599295e-10,4.36518694362514e-10,8.824047699864179e-10,6.9896224302103e-12,1.5798661520317853e-11,1.0147798112392496e-09,5.913562816032379e-10,1.0572854484161278e-09,3.5863898934373704e-10,6.088498893567193e-11,9.934244748637006e-09,8.516176082028706e-10,Agricoltura & cereali
Calcium hydroxide production,1.550421836526988e-10,1.937956687046549e-11,4.788004579832089e-10,9.885460761067122e-12,2.8016115502655495e-10,5.895204127876204e-12,6.682904093047363e-11,1.5811890537029406e-12,1.0590028950307083e-12,2.548837002919052e-11,1.9259292436162314e-10,2.1457969945733194e-10,9.013016773885971e-11,1.161467200376828e-11,1.291967103756949e-11,3.437009941990192e-10,Chimica & additivi
Tapioca starch (processing with use of co-products),2.8379784476587036e-08,1.373538509374151e-10,2.4356080776329393e-10,4.504960572316966e-10,3.49434406877891e-10,1.027131254040102e-11,1.3191023615986392e-10,3.981329231877451e-12,1.7888198886340398e-10,3.8944898885942783e-10,4.940372530670013e-10,9.663286528689646e-10,6.790093847104874e-10,3.561557376968101e-10,2.264919337745345e-10,1.4375958200469092e-10,Agricoltura & cereali
"potassium permanganate production, elementary exchanges",0.0,0.0,1.331884497119004e-13,0.0,0.0,0.0,6.171257963648301e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chimica & additivi
coconut fibre,6.328738932186825e-10,3.033466374972981e-11,2.0391569966925595e-10,9.926611812906209e-11,1.6104068247362918e-10,4.9617235924414025e-12,2.0146602782234222e-10,6.803538995536155e-12,1.0574460135958817e-10,2.9665204080974607e-10,1.5188313603920683e-10,8.635117863787686e-10,5.645191609601271e-10,1.2730557536364755e-10,1.51607927277859e-10,1.821718856665388e-10,Tessile & fibre
"Calcium hydroxide production, black box",1.5344962017434732e-10,1.9001384650734073e-11,4.759038558092174e-10,9.62356032758211e-12,2.7326993346128596e-10,5.6033530517286626e-12,5.196113210702572e-11,1.3991971571666398e-12,1.0328359744113075e-12,2.4329306244806372e-11,1.903300741693519e-10,2.107535623982231e-10,8.867727662195049e-11,1.1413957303334574e-11,1.1500450863787627e-11,2.9443820260370076e-10,"Carta, legno & imballaggi"
Small signal transistors semiconductor,6.7683124315199495e-12,2.90107647089707e-12,1.0206174320541251e-11,1.8517979734077455e-12,1.8113559223295027e-11,1.4466392304229552e-10,9.80024832233153e-12,2.463130629817904e-13,2.7898351377042157e-14,3.1057243539055173e-11,2.2698221870067527e-11,1.1241386342400498e-10,1.1253796691790666e-11,1.498651170773782e-12,3.9818663489476935e-14,2.5132932568613147e-11,Elettronica & componenti
"benzoic acid production, black box",5.235540436060864e-11,1.5225638126084965e-10,7.662187632985099e-10,8.080852091954953e-11,3.79713274100072e-09,1.0067423408604166e-09,8.671421024009718e-10,7.966020491096979e-12,2.0350199899879006e-10,3.8184725397231117e-10,1.0210917808325406e-09,1.1325892548125059e-09,3.897078657202671e-10,5.194981795899629e-11,1.9184272643189796e-08,1.6781789817047775e-10,"Carta, legno & imballaggi"
Waste incineration of PP,6.57291123658503e-09,1.894699024094044e-09,1.8225284719333774e-08,1.1659431171918565e-09,4.3180926125156295e-08,4.891563936438085e-10,-1.8421472907962262e-08,4.712259226178165e-10,8.198695759078859e-11,6.422323659443856e-09,1.3444012954124676e-08,2.342713671895299e-08,9.361064717404928e-09,1.1625846836433165e-09,1.9751045529219338e-09,8.139379182504051e-08,Gestione rifiuti & riciclo
Waste incineration of PE,6.572527045198933e-09,1.8947152887551368e-09,1.8228864168184662e-08,1.1658999618370334e-09,4.318263396757995e-08,4.891552891219828e-10,-1.8423321400911648e-08,4.711331269400304e-10,8.198829731148785e-11,6.421465485533809e-09,1.3443244972843595e-08,2.3424332127610353e-08,9.360608353338195e-09,1.162523860810272e-09,1.9751123650345103e-09,8.140061487964916e-08,Gestione rifiuti & riciclo
Rice bran (raw),6.296492540265662e-09,4.4870928586882036e-11,2.3906242468898753e-10,2.01563972824566e-10,1.6468473748125095e-10,1.3529687863802613e-11,1.6117980890031423e-10,3.563363853819446e-12,1.3782255809598515e-10,6.047885466283696e-10,2.5690146006665153e-10,8.802254641230032e-10,6.840392352227575e-10,1.9691378012029122e-10,6.480270636013939e-11,4.2223995253828555e-11,Agricoltura & cereali
membrane extrusion,3.504631164736912e-10,2.7036849220161235e-10,6.670285501656836e-10,9.76182037964563e-11,1.207185194869446e-09,6.775654997049253e-11,1.6499732530995618e-09,5.278935267315741e-12,1.993851357971434e-12,2.098813397236301e-09,9.055723352545648e-10,1.8867597634722635e-09,5.647044469916639e-10,7.495152831713935e-11,9.62533231531213e-11,8.870157339559556e-10,Altro
Citrus pulp dried,2.350847853196083e-10,1.5613619053624627e-09,9.283463458957956e-10,1.7295418229970152e-11,2.0873289062317402e-09,8.408351720758515e-11,1.0061225632137446e-09,4.23399352255745e-12,1.114304796512088e-12,1.598392197750232e-10,7.559105243682453e-10,6.878271047699135e-10,4.892096104528629e-10,6.575562486259523e-11,3.2410581501878777e-11,8.812214975430327e-10,"Carta, legno & imballaggi"
"finishing, anti-acarid",1.142190376612064e-10,1.4402509532160982e-10,1.2941721877809214e-10,3.690178832282753e-11,2.0886773591392975e-10,2.28625339642948e-10,3.99820108546029e-10,4.307079110939752e-12,2.150131464467244e-11,2.921826218230627e-10,1.984974219712326e-10,3.142949652101513e-10,1.1083315172631652e-10,2.2066818050545834e-11,2.5640561604121467e-09,2.569255741945348e-10,Trasporti & veicoli
"benzoic acid production, elementary exchanges",2.0160212013813374e-11,5.420748288389827e-13,6.619597523531503e-12,7.914869909688109e-14,0.0,0.0,-2.8590463553538183e-10,0.0,0.0,0.0,2.2221722620523729e-10,0.0,0.0,0.0,0.0,0.0,Chimica & additivi
"Benzene production, elementary exchanges",1.274661557994626e-11,7.1058440488019745e-12,1.2807108624165657e-10,1.0665443174861623e-11,0.0,0.0,6.431419832247972e-10,0.0,0.0,6.961522728760122e-11,1.0887891378985015e-10,4.208211673968154e-10,4.666934184961708e-11,6.247221609921458e-12,0.0,0.0,Chimica & additivi
Incineration plastics (unspecified),1.1330334707892504e-09,1.6725081971754686e-09,2.674471453068935e-09,2.431932318050873e-10,6.7723370295583695e-09,6.619551083952572e-11,1.3468818208852814e-09,4.4294085885957025e-11,4.16622350215359e-12,5.359268618213162e-09,3.9285756233019975e-09,8.429314008754317e-09,2.6564149552886597e-09,3.3487641890319393e-10,2.4699357063463884e-10,7.152387163603642e-09,Plastica & polimeri
